code,language,safety,Unnamed: 3,Unnamed: 4,Unnamed: 5
"points to the fold of the first

         * character(s) of the node; and 'e' points to far enough along

         * the folded string to be just past any possible multi-char

         * fold. 'foldlen' is the length in bytes of the first

         * character in 's'

         *

         * Unlike the non-UTF-8 case, the macro for determining if a

         * string is a multi-char fold requires all the characters to

         * already be folded.  This is because of all the complications

         * if not.  Note that they are folded anyway, except in EXACTFL

         * nodes.  Like the non-UTF case above, we punt if the node

         * begins with a multi-char fold  */



        if (is_MULTI_CHAR_FOLD_utf8_safe(s, e)) {

            invlist = _add_range_to_invlist(invlist, 0, UV_MAX);

        }",c,vulnerable,,,
"which are

             * found in PL_utf8_foldclosures (including itself) */

            invlist = add_cp_to_invlist(invlist, uc);

            if (! PL_utf8_foldclosures)

                _load_PL_utf8_foldclosures();

            if ((listp = hv_fetch(PL_utf8_foldclosures,

                                (char *) s, foldlen, FALSE)))

            {

                AV* list = (AV*) *listp;

                IV k;

                for (k = 0; k <= av_tindex_skip_len_mg(list); k++) {

                    SV** c_p = av_fetch(list, k, FALSE);

                    UV c;

                    assert(c_p);



                    c = SvUV(*c_p);



                    /* /aa doesn't allow folds between ASCII and non- */

                    if ((OP(node) == EXACTFA || OP(node) == EXACTFA_NO_TRIE)

                        && isASCII(c) != isASCII(uc))

                    {

                        continue;

                    }



                    invlist = add_cp_to_invlist(invlist, c);

                }",c,vulnerable,,,
"STATIC void

S_parse_lparen_question_flags(pTHX_ RExC_state_t *pRExC_state)

{

    /* This parses the flags that are in either the '(?foo)' or '(?foo:bar)'

     * constructs, and updates RExC_flags with them.  On input, RExC_parse

     * should point to the first flag; it is updated on output to point to the

     * final ')' or ':'.  There needs to be at least one flag, or this will

     * abort */



    /* for (?g), (?gc), and (?o) warnings; warning

       about (?c) will warn about (?g) -- japhy    */



#define WASTED_O  0x01

#define WASTED_G  0x02

#define WASTED_C  0x04

#define WASTED_GC (WASTED_G|WASTED_C)

    I32 wastedflags = 0x00;

    U32 posflags = 0, negflags = 0;

    U32 *flagsp = &posflags;

    char has_charset_modifier = '\0';

    regex_charset cs;

    bool has_use_defaults = FALSE;

    const char* const seqstart = RExC_parse - 1; /* Point to the '?' */

    int x_mod_count = 0;



    PERL_ARGS_ASSERT_PARSE_LPAREN_QUESTION_FLAGS;



    /* '^' as an initial flag sets certain defaults */

    if (UCHARAT(RExC_parse) == '^') {

        RExC_parse++;

        has_use_defaults = TRUE;

        STD_PMMOD_FLAGS_CLEAR(&RExC_flags);

        set_regex_charset(&RExC_flags, (RExC_utf8 || RExC_uni_semantics)

                                        ? REGEX_UNICODE_CHARSET

                                        : REGEX_DEPENDS_CHARSET);

    }",c,vulnerable,,,
"else if (flagsp == &negflags) {

                    goto neg_modifier;

                }",c,vulnerable,,,
"else if (has_charset_modifier) {

                    goto excess_modifier;

                }",c,vulnerable,,,
"The dual charset means unicode semantics if the

                 * pattern (or target, not known until runtime) are

                 * utf8, or something in the pattern indicates unicode

                 * semantics */

                cs = (RExC_utf8 || RExC_uni_semantics)

                     ? REGEX_UNICODE_CHARSET

                     : REGEX_DEPENDS_CHARSET;

                has_charset_modifier = DEPENDS_PAT_MOD;

                break;

              excess_modifier:

                RExC_parse++;

                if (has_charset_modifier == ASCII_RESTRICT_PAT_MOD) {

                    vFAIL2(""Regexp modifier \""%c\"" may appear a maximum of twice"", ASCII_RESTRICT_PAT_MOD);

                }",c,vulnerable,,,
"else if (has_charset_modifier == *(RExC_parse - 1)) {

                    vFAIL2(""Regexp modifier \""%c\"" may not appear twice"",

                                        *(RExC_parse - 1));

                }",c,vulnerable,,,
"Useless use of (?-p)"");

                } else {

                    *flagsp |= RXf_PMf_KEEPCOPY;

                }

                break;

            case '-':

                /* A flag is a default iff it is following a minus, so

                 * if there is a minus, it means will be trying to

                 * re-specify a default which is an error */

                if (has_use_defaults || flagsp == &negflags) {

                    goto fail_modifiers;

                }",c,vulnerable,,,
"reset so (?g-c) warns twice */

                x_mod_count = 0;

                break;

            case ':':

            case ')':



                if ((posflags & (RXf_PMf_EXTENDED|RXf_PMf_EXTENDED_MORE)) == RXf_PMf_EXTENDED) {

                    negflags |= RXf_PMf_EXTENDED_MORE;

                }",c,vulnerable,,,
"define REGTAIL(x,y,z) regtail((x),(y),(z),depth+1)

#ifdef DEBUGGING

#define REGTAIL_STUDY(x,y,z) regtail_study((x),(y),(z),depth+1)

#else

#define REGTAIL_STUDY(x,y,z) regtail((x),(y),(z),depth+1)

#endif



PERL_STATIC_INLINE regnode *

S_handle_named_backref(pTHX_ RExC_state_t *pRExC_state,

                             I32 *flagp,

                             char * parse_start,

                             char ch

                      )

{

    regnode *ret;

    char* name_start = RExC_parse;

    U32 num = 0;

    SV *sv_dat = reg_scan_name(pRExC_state, SIZE_ONLY

                                            ? REG_RSN_RETURN_NULL

                                            : REG_RSN_RETURN_DATA);

    GET_RE_DEBUG_FLAGS_DECL;



    PERL_ARGS_ASSERT_HANDLE_NAMED_BACKREF;



    if (RExC_parse == name_start || *RExC_parse != ch) {

        /* diag_listed_as: Sequence \%s... not terminated in regex; marked by <-- HERE in m/%s/ */

        vFAIL2(""Sequence %.3s... not terminated"",parse_start);

    }



    if (!SIZE_ONLY) {

        num = add_data( pRExC_state, STR_WITH_LEN(""S""));

        RExC_rxi->data->data[num]=(void*)sv_dat;

        SvREFCNT_inc_simple_void(sv_dat);

    }

    RExC_sawback = 1;

    ret = reganode(pRExC_state,

                   ((! FOLD)

                     ? NREF

                     : (ASCII_FOLD_RESTRICTED)

                       ? NREFFA

                       : (AT_LEAST_UNI_SEMANTICS)

                         ? NREFFU

                         : (LOC)

                           ? NREFFL

                           : NREFF),

                    num);

    *flagp |= HASWIDTH;



    Set_Node_Offset(ret, parse_start+1);

    Set_Node_Cur_Length(ret, parse_start);



    nextchar(pRExC_state);

    return ret;

}",c,vulnerable,,,
"setting *flagp to TRYAGAIN at the end of (?) that only sets

   flags. Returns NULL, setting *flagp to RESTART_PASS1 if the sizing scan

   needs to be restarted, or'd with NEED_UTF8 if the pattern needs to be

   upgraded to UTF-8.  Otherwise would only return NULL if regbranch() returns

   NULL, which cannot happen.  */

STATIC regnode *

S_reg(pTHX_ RExC_state_t *pRExC_state, I32 paren, I32 *flagp,U32 depth)

    /* paren: Parenthesized? 0=top; 1,2=inside '(': changed to letter.

     * 2 is like 1, but indicates that nextchar() has been called to advance

     * RExC_parse beyond the '('.  Things like '(?' are indivisible tokens, and

     * this flag alerts us to the need to check for that */

{

    regnode *ret;		/* Will be the head of the group. */

    regnode *br;

    regnode *lastbr;

    regnode *ender = NULL;

    I32 parno = 0;

    I32 flags;

    U32 oregflags = RExC_flags;

    bool have_branch = 0;

    bool is_open = 0;

    I32 freeze_paren = 0;

    I32 after_freeze = 0;

    I32 num; /* numeric backreferences */



    char * parse_start = RExC_parse; /* MJD */

    char * const oregcomp_parse = RExC_parse;



    GET_RE_DEBUG_FLAGS_DECL;



    PERL_ARGS_ASSERT_REG;

    DEBUG_PARSE(""reg "");



    *flagp = 0;				/* Tentatively. */



    /* Having this true makes it feasible to have a lot fewer tests for the

     * parse pointer being in scope.  For example, we can write

     *      while(isFOO(*RExC_parse)) RExC_parse++;

     * instead of

     *      while(RExC_parse < RExC_end && isFOO(*RExC_parse)) RExC_parse++;

     */

    assert(*RExC_end == '\0');



    /* Make an OPEN node, if parenthesized. */

    if (paren) {



        /* Under /x, space and comments can be gobbled up between the '(' and

         * here (if paren ==2).  The forms '(*VERB' and '(?...' disallow such

         * intervening space, as the sequence is a token, and a token should be

         * indivisible */

        bool has_intervening_patws = paren == 2 && *(RExC_parse - 1) != '(';



        if (RExC_parse >= RExC_end) {

	    vFAIL(""Unmatched ("");

        }",c,vulnerable,,,
"else if (*RExC_parse == '?') { /* (?...) */

	    bool is_logical = 0;

	    const char * const seqstart = RExC_parse;

            const char * endptr;

            if (has_intervening_patws) {

                RExC_parse++;

                vFAIL(""In '(?...)', the '(' and '?' must be adjacent"");

            }",c,vulnerable,,,
"else if (paren == '>') {   /* (?P>name) named recursion */

                    RExC_parse++;

                    if (RExC_parse >= RExC_end) {

                        vFAIL(""Sequence (?P>... not terminated"");

                    }

                    goto named_recursion;

                }",c,vulnerable,,,
"else if (paren == '=') {   /* (?P=...)  named backref */

                    RExC_parse++;

                    return handle_named_backref(pRExC_state, flagp,

                                                parse_start, ')');

                }",c,vulnerable,,,
"else if (*RExC_parse != '=')

              named_capture:

		{               /* (?<...>) */

		    char *name_start;

		    SV *svname;

		    paren= '>';

                /* FALLTHROUGH */

            case '\'':          /* (?'...') */

                    name_start = RExC_parse;

                    svname = reg_scan_name(pRExC_state,

                        SIZE_ONLY    /* reverse test from the others */

                        ? REG_RSN_RETURN_NAME

                        : REG_RSN_RETURN_NULL);

		    if (   RExC_parse == name_start

                        || RExC_parse >= RExC_end

                        || *RExC_parse != paren)

                    {

		        vFAIL2(""Sequence (?%c... not terminated"",

		            paren=='>' ? '<' : paren);

                    }",c,vulnerable,,,
"else if ( SvPOK(sv_dat) ) {

                            /* (?|...) can mean we have dupes so scan to check

                               its already been stored. Maybe a flag indicating

                               we are inside such a construct would be useful,

                               but the arrays are likely to be quite small, so

                               for now we punt -- dmq */

                            IV count = SvIV(sv_dat);

                            I32 *pv = (I32*)SvPVX(sv_dat);

                            IV i;

                            for ( i = 0 ; i < count ; i++ ) {

                                if ( pv[i] == RExC_npar ) {

                                    count = 0;

                                    break;

                                }

                            }",c,vulnerable,,,
"behave like a (?:...) except that

	           buffers in alternations share the same numbers */

	        paren = ':';

	        after_freeze = freeze_paren = RExC_npar;

	        break;

	    case ':':           /* (?:...) */

	    case '>':           /* (?>...) */

		break;

	    case '$':           /* (?$...) */

	    case '@':           /* (?@...) */

		vFAIL2(""Sequence (?%c...) not implemented"", (int)paren);

		break;

	    case '0' :           /* (?0) */

	    case 'R' :           /* (?R) */

                if (RExC_parse == RExC_end || *RExC_parse != ')')

		    FAIL(""Sequence (?R) not terminated"");

                num = 0;

                RExC_seen |= REG_RECURSE_SEEN;

		*flagp |= POSTPONED;

                goto gen_recurse_regop;

		/*notreached*/

            /* named and numeric backreferences */

            case '&':            /* (?&NAME) */

                parse_start = RExC_parse - 1;

              named_recursion:

                {

    		    SV *sv_dat = reg_scan_name(pRExC_state,

    		        SIZE_ONLY ? REG_RSN_RETURN_NULL : REG_RSN_RETURN_DATA);

    		     num = sv_dat ? *((I32 *)SvPVX(sv_dat)) : 0;

                }

                if (RExC_parse >= RExC_end || *RExC_parse != ')')

                    vFAIL(""Sequence (?&... not terminated"");

                goto gen_recurse_regop;

                /* NOTREACHED */

            case '+':

                if (!(RExC_parse[0] >= '1' && RExC_parse[0] <= '9')) {

                    RExC_parse++;

                    vFAIL(""Illegal pattern"");

                }",c,vulnerable,,,
"Top line is the normal capture buffer numbers

                    Bottom line is the negative indexing as from

                    the X (the (?-2))



                    +   1 2    3 4 5 X          6 7

                       /(a(x)y)(a(b(c(?-2)d)e)f)(g(h))/

                    -   5 4    3 2 1 X          x x



                    */

                    num = RExC_npar + num;

                    if (num < 1)  {

                        RExC_parse++;

                        vFAIL(""Reference to nonexistent group"");

                    }",c,vulnerable,,,
"else if ( paren == '+' ) {

                    num = RExC_npar + num - 1;

                }",c,vulnerable,,,
"To start off the ARG2L() of the GOSUB holds its ""id"",

                   which is used later in conjunction with RExC_recurse

                   to calculate the offset we need to jump for the GOSUB,

                   which it will store in the final representation.

                   We have to defer the actual calculation until much later

                   as the regop may move.

                 */



                ret = reg2Lanode(pRExC_state, GOSUB, num, RExC_recurse_count);

                if (!SIZE_ONLY) {

		    if (num > (I32)RExC_rx->nparens) {

			RExC_parse++;

			vFAIL(""Reference to nonexistent group"");

	            }

	            RExC_recurse_count++;

                    DEBUG_OPTIMISE_MORE_r(Perl_re_printf( aTHX_

                        ""%*s%*s Recurse #%"" UVuf "" to %"" IVdf ""\n"",

                              22, ""|    |"", (int)(depth * 2 + 1), """",

                              (UV)ARG(ret), (IV)ARG2L(ret)));

                }",c,vulnerable,,,
"compiled code block (?{...}) */

		cb = &pRExC_state->code_blocks->cb[pRExC_state->code_index];

		RExC_parse = RExC_start + cb->end;

		if (!SIZE_ONLY) {

		    OP *o = cb->block;

		    if (cb->src_regex) {

			n = add_data(pRExC_state, STR_WITH_LEN(""rl""));

			RExC_rxi->data->data[n] =

			    (void*)SvREFCNT_inc((SV*)cb->src_regex);

			RExC_rxi->data->data[n+1] = (void*)o;

		    }

		    else {

			n = add_data(pRExC_state,

			       (RExC_pm_flags & PMf_HAS_CV) ? ""L"" : ""l"", 1);

			RExC_rxi->data->data[n] = (void*)o;

		    }

		}",c,vulnerable,,,
"for later propagation into (??{})

                                        * return value */

                                       RExC_flags & RXf_PMf_COMPILETIME

                                      );

		    if (!SIZE_ONLY) {

			ret->flags = 2;

                    }",c,vulnerable,,,
"else if ( RExC_parse[0] == '<'     /* (?(<NAME>)...) */

		         || RExC_parse[0] == '\'' ) /* (?('NAME')...) */

	        {

	            char ch = RExC_parse[0] == '<' ? '>' : '\'';

	            char *name_start= RExC_parse++;

	            U32 num = 0;

	            SV *sv_dat=reg_scan_name(pRExC_state,

	                SIZE_ONLY ? REG_RSN_RETURN_NULL : REG_RSN_RETURN_DATA);

	            if (   RExC_parse == name_start

                        || RExC_parse >= RExC_end

                        || *RExC_parse != ch)

                    {

                        vFAIL2(""Sequence (?(%c... not terminated"",

                            (ch == '>' ? '<' : ch));

                    }",c,vulnerable,,,
"else if (memBEGINs(RExC_parse,

                                   (STRLEN) (RExC_end - RExC_parse),

                                   ""DEFINE""))

                {

		    ret = reganode(pRExC_state,DEFINEP,0);

		    RExC_parse += DEFINE_len;

		    is_define = 1;

		    goto insert_if_check_paren;

		}",c,vulnerable,,,
"else if (RExC_parse[0] == 'R') {

		    RExC_parse++;

                    /* parno == 0 => /(?(R)YES|NO)/  ""in any form of recursion OR eval""

                     * parno == 1 => /(?(R0)YES|NO)/ ""in GOSUB (?0) / (?R)""

                     * parno == 2 => /(?(R1)YES|NO)/ ""in GOSUB (?1) (parno-1)""

                     */

		    parno = 0;

                    if (RExC_parse[0] == '0') {

                        parno = 1;

                        RExC_parse++;

                    }",c,vulnerable,,,
"else if (RExC_parse[0] >= '1' && RExC_parse[0] <= '9' ) {

                        UV uv;

                        if (grok_atoUV(RExC_parse, &uv, &endptr)

                            && uv <= I32_MAX

                        ) {

                            parno = (I32)uv + 1;

                            RExC_parse = (char*)endptr;

                        }

                        /* else ""Switch condition not recognized"" below */

		    }",c,vulnerable,,,
"else if (RExC_parse[0] == '&') {

		        SV *sv_dat;

		        RExC_parse++;

		        sv_dat = reg_scan_name(pRExC_state,

                            SIZE_ONLY

                            ? REG_RSN_RETURN_NULL

                            : REG_RSN_RETURN_DATA);



                        /* we should only have a false sv_dat when

                         * SIZE_ONLY is true, and we always have false

                         * sv_dat when SIZE_ONLY is true.

                         * reg_scan_name() will VFAIL() if the name is

                         * unknown when SIZE_ONLY is false, and otherwise

                         * will return something, and when SIZE_ONLY is

                         * true, reg_scan_name() just parses the string,

                         * and doesnt return anything. (in theory) */

                        assert(SIZE_ONLY ? !sv_dat : !!sv_dat);



                        if (sv_dat)

                            parno = 1 + *((I32 *)SvPVX(sv_dat));

		    }",c,vulnerable,,,
"else if (RExC_parse[0] >= '1' && RExC_parse[0] <= '9' ) {

                    /* (?(1)...) */

		    char c;

                    UV uv;

                    if (grok_atoUV(RExC_parse, &uv, &endptr)

                        && uv <= I32_MAX

                    ) {

                        parno = (I32)uv;

                        RExC_parse = (char*)endptr;

                    }",c,vulnerable,,,
"else

                        REGTAIL(pRExC_state, br, reganode(pRExC_state,

                                                          LONGJMP, 0));

		    c = UCHARAT(RExC_parse);

                    nextchar(pRExC_state);

		    if (flags&HASWIDTH)

			*flagp |= HASWIDTH;

		    if (c == '|') {

		        if (is_define)

		            vFAIL(""(?(DEFINE)....) does not allow branches"");



                        /* Fake one for optimizer.  */

                        lastbr = reganode(pRExC_state, IFTHEN, 0);



                        if (!regbranch(pRExC_state, &flags, 1,depth+1)) {

                            if (flags & (RESTART_PASS1|NEED_UTF8)) {

                                *flagp = flags & (RESTART_PASS1|NEED_UTF8);

                                return NULL;

                            }

                            FAIL2(""panic: regbranch returned NULL, flags=%#"" UVxf,

                                  (UV) flags);

                        }",c,vulnerable,,,
"else

                            vFAIL(""Switch (?(condition)... contains too many branches"");

                    }

		    ender = reg_node(pRExC_state, TAIL);

                    REGTAIL(pRExC_state, br, ender);

		    if (lastbr) {

                        REGTAIL(pRExC_state, lastbr, ender);

                        REGTAIL(pRExC_state, NEXTOPER(NEXTOPER(lastbr)), ender);

		    }",c,vulnerable,,,
"else

                        REGTAIL(pRExC_state, ret, ender);

                    RExC_size++; /* XXX WHY do we need this?!!

                                    For large programs it seems to be required

                                    but I can't figure out why. -- dmq*/

		    return ret;

		}

                RExC_parse += UTF ? UTF8SKIP(RExC_parse) : 1;

                vFAIL(""Unknown switch condition (?(...))"");

	    }

	    case '[':           /* (?[ ... ]) */

                return handle_regex_sets(pRExC_state, NULL, flagp, depth,

                                         oregcomp_parse);

            case 0: /* A NUL */

		RExC_parse--; /* for vFAIL to print correctly */

                vFAIL(""Sequence (? incomplete"");

                break;

	    default: /* e.g., (?i) */

	        RExC_parse = (char *) seqstart + 1;

              parse_flags:

		parse_lparen_question_flags(pRExC_state);

                if (UCHARAT(RExC_parse) != ':') {

                    if (RExC_parse < RExC_end)

                        nextchar(pRExC_state);

                    *flagp = TRYAGAIN;

                    return NULL;

                }",c,vulnerable,,,
"else if (!(RExC_flags & RXf_PMf_NOCAPTURE)) {   /* (...) */

	  capturing_parens:

	    parno = RExC_npar;

	    RExC_npar++;



	    ret = reganode(pRExC_state, OPEN, parno);

	    if (!SIZE_ONLY ){

	        if (!RExC_nestroot)

	            RExC_nestroot = parno;

                if (RExC_open_parens && !RExC_open_parens[parno])

	        {

                    DEBUG_OPTIMISE_MORE_r(Perl_re_printf( aTHX_

                        ""%*s%*s Setting open paren #%"" IVdf "" to %d\n"",

                        22, ""|    |"", (int)(depth * 2 + 1), """",

			(IV)parno, REG_NODE_NUM(ret)));

                    RExC_open_parens[parno]= ret;

	        }

	    }",c,vulnerable,,,
"with RXf_PMf_NOCAPTURE treat (...) as (?:...) */

            paren = ':';

	    ret = NULL;

	}

    }

    else                        /* ! paren */

	ret = NULL;



   parse_rest:

    /* Pick up the branches, linking them together. */

    parse_start = RExC_parse;   /* MJD */

    br = regbranch(pRExC_state, &flags, 1,depth+1);



    /*     branch_len = (paren != 0); */



    if (br == NULL) {

        if (flags & (RESTART_PASS1|NEED_UTF8)) {

            *flagp = flags & (RESTART_PASS1|NEED_UTF8);

            return NULL;

        }

        FAIL2(""panic: regbranch returned NULL, flags=%#"" UVxf, (UV) flags);

    }",c,vulnerable,,,
"else if (paren == ':') {

	*flagp |= flags&SIMPLE;

    }",c,vulnerable,,,
"else if (paren != '?')		/* Not Conditional */

	ret = br;

    *flagp |= flags & (SPSTART | HASWIDTH | POSTPONED);

    lastbr = br;

    while (*RExC_parse == '|') {

	if (!SIZE_ONLY && RExC_extralen) {

	    ender = reganode(pRExC_state, LONGJMP,0);



            /* Append to the previous. */

            REGTAIL(pRExC_state, NEXTOPER(NEXTOPER(lastbr)), ender);

	}",c,vulnerable,,,
"else if (op == BRANCHJ) {

                    REGTAIL_STUDY(pRExC_state, NEXTOPER(NEXTOPER(br)), ender);

                    /* for now we always disable this optimisation * /

                    if ( OP(NEXTOPER(NEXTOPER(br))) != NOTHING

                         || regnext(NEXTOPER(NEXTOPER(br))) != ender)

                    */

                        is_nothing= 0;

		}",c,vulnerable,,,
"but keep (?p) and, if we've changed from /d

         * rules to /u, keep the /u */

	RExC_flags = oregflags | (RExC_flags & RXf_PMf_KEEPCOPY);

        if (DEPENDS_SEMANTICS && RExC_uni_semantics) {

            set_regex_charset(&RExC_flags, REGEX_UNICODE_CHARSET);

        }",c,vulnerable,,,
"else if (!paren && RExC_parse < RExC_end) {

	if (*RExC_parse == ')') {

	    RExC_parse++;

	    vFAIL(""Unmatched )"");

	}

	else

	    FAIL(""Junk on end of regexp"");	/* ""Can't happen"". */

	NOT_REACHED; /* NOTREACHED */

    }",c,vulnerable,,,
"STATIC regnode *

S_regbranch(pTHX_ RExC_state_t *pRExC_state, I32 *flagp, I32 first, U32 depth)

{

    regnode *ret;

    regnode *chain = NULL;

    regnode *latest;

    I32 flags = 0, c = 0;

    GET_RE_DEBUG_FLAGS_DECL;



    PERL_ARGS_ASSERT_REGBRANCH;



    DEBUG_PARSE(""brnc"");



    if (first)

	ret = NULL;

    else {

	if (!SIZE_ONLY && RExC_extralen)

	    ret = reganode(pRExC_state, BRANCHJ,0);

	else {

	    ret = reg_node(pRExC_state, BRANCH);

            Set_Node_Length(ret, 1);

        }

    }



    if (!first && SIZE_ONLY)

	RExC_extralen += 1;			/* BRANCHJ */



    *flagp = WORST;			/* Tentatively. */



    skip_to_be_ignored_text(pRExC_state, &RExC_parse,

                            FALSE /* Don't force to /x */ );

    while (RExC_parse < RExC_end && *RExC_parse != '|' && *RExC_parse != ')') {

	flags &= ~TRYAGAIN;

        latest = regpiece(pRExC_state, &flags,depth+1);

	if (latest == NULL) {

	    if (flags & TRYAGAIN)

		continue;

            if (flags & (RESTART_PASS1|NEED_UTF8)) {

                *flagp = flags & (RESTART_PASS1|NEED_UTF8);

                return NULL;

            }

            FAIL2(""panic: regpiece returned NULL, flags=%#"" UVxf, (UV) flags);

	}",c,vulnerable,,,
"else if (ret == NULL)

            ret = latest;

	*flagp |= flags&(HASWIDTH|POSTPONED);

	if (chain == NULL) 	/* First piece. */

	    *flagp |= flags&SPSTART;

	else {

	    /* FIXME adding one for every branch after the first is probably

	     * excessive now we have TRIE support. (hv) */

	    MARK_NAUGHTY(1);

            REGTAIL(pRExC_state, chain, latest);

	}

	chain = latest;

	c++;

    }

    if (chain == NULL) {	/* Loop ran zero times. */

	chain = reg_node(pRExC_state, NOTHING);

	if (ret == NULL)

	    ret = chain;

    }",c,vulnerable,,,
"setting *flagp to TRYAGAIN if regatom() returns NULL with

 * TRYAGAIN.

 * Returns NULL, setting *flagp to RESTART_PASS1 if the sizing scan needs to be

 * restarted, or'd with NEED_UTF8 if the pattern needs to be upgraded to UTF-8

 */

STATIC regnode *

S_regpiece(pTHX_ RExC_state_t *pRExC_state, I32 *flagp, U32 depth)

{

    regnode *ret;

    char op;

    char *next;

    I32 flags;

    const char * const origparse = RExC_parse;

    I32 min;

    I32 max = REG_INFTY;

#ifdef RE_TRACK_PATTERN_OFFSETS

    char *parse_start;

#endif

    const char *maxpos = NULL;

    UV uv;



    /* Save the original in case we change the emitted regop to a FAIL. */

    regnode * const orig_emit = RExC_emit;



    GET_RE_DEBUG_FLAGS_DECL;



    PERL_ARGS_ASSERT_REGPIECE;



    DEBUG_PARSE(""piec"");



    ret = regatom(pRExC_state, &flags,depth+1);

    if (ret == NULL) {

	if (flags & (TRYAGAIN|RESTART_PASS1|NEED_UTF8))

	    *flagp |= flags & (TRYAGAIN|RESTART_PASS1|NEED_UTF8);

        else

            FAIL2(""panic: regatom returned NULL, flags=%#"" UVxf, (UV) flags);

	return(NULL);

    }",c,vulnerable,,,
"else if (min == max && *RExC_parse == '?')

            {

                if (PASS2) {

                    ckWARN2reg(RExC_parse + 1,

                               ""Useless use of greediness modifier '%c'"",

                               *RExC_parse);

                }

            }",c,vulnerable,,,
"endif

    nextchar(pRExC_state);



    *flagp = (op != '+') ? (WORST|SPSTART|HASWIDTH) : (WORST|HASWIDTH);



    if (op == '*') {

	min = 0;

	goto do_curly;

    }",c,vulnerable,,,
"else if (op == '+') {

	min = 1;

	goto do_curly;

    }",c,vulnerable,,,
"else if (op == '?') {

	min = 0; max = 1;

	goto do_curly;

    }",c,vulnerable,,,
"else if (*RExC_parse == '+') {

        regnode *ender;

        nextchar(pRExC_state);

        ender = reg_node(pRExC_state, SUCCEED);

        REGTAIL(pRExC_state, ret, ender);

        reginsert(pRExC_state, SUSPEND, ret, depth+1);

        ender = reg_node(pRExC_state, TAIL);

        REGTAIL(pRExC_state, ret, ender);

    }",c,vulnerable,,,
"STATIC bool

S_grok_bslash_N(pTHX_ RExC_state_t *pRExC_state,

                regnode ** node_p,

                UV * code_point_p,

                int * cp_count,

                I32 * flagp,

                const bool strict,

                const U32 depth

    )

{

 /* This routine teases apart the various meanings of \N and returns

  * accordingly.  The input parameters constrain which meaning(s) is/are valid

  * in the current context.

  *

  * Exactly one of <node_p> and <code_point_p> must be non-NULL.

  *

  * If <code_point_p> is not NULL, the context is expecting the result to be a

  * single code point.  If this \N instance turns out to a single code point,

  * the function returns TRUE and sets *code_point_p to that code point.

  *

  * If <node_p> is not NULL, the context is expecting the result to be one of

  * the things representable by a regnode.  If this \N instance turns out to be

  * one such, the function generates the regnode, returns TRUE and sets *node_p

  * to point to that regnode.

  *

  * If this instance of \N isn't legal in any context, this function will

  * generate a fatal error and not return.

  *

  * On input, RExC_parse should point to the first char following the \N at the

  * time of the call.  On successful return, RExC_parse will have been updated

  * to point to just after the sequence identified by this routine.  Also

  * *flagp has been updated as needed.

  *

  * When there is some problem with the current context and this \N instance,

  * the function returns FALSE, without advancing RExC_parse, nor setting

  * *node_p, nor *code_point_p, nor *flagp.

  *

  * If <cp_count> is not NULL, the caller wants to know the length (in code

  * points) that this \N sequence matches.  This is set even if the function

  * returns FALSE, as detailed below.

  *

  * There are 5 possibilities here, as detailed in the next 5 paragraphs.

  *

  * Probably the most common case is for the \N to specify a single code point.

  * *cp_count will be set to 1, and *code_point_p will be set to that code

  * point.

  *

  * Another possibility is for the input to be an empty \N{}, which for

  * backwards compatibility we accept.  *cp_count will be set to 0. *node_p

  * will be set to a generated NOTHING node.

  *

  * Still another possibility is for the \N to mean [^\n]. *cp_count will be

  * set to 0. *node_p will be set to a generated REG_ANY node.

  *

  * The fourth possibility is that \N resolves to a sequence of more than one

  * code points.  *cp_count will be set to the number of code points in the

  * sequence. *node_p * will be set to a generated node returned by this

  * function calling S_reg().

  *

  * The final possibility is that it is premature to be calling this function;

  * that pass1 needs to be restarted.  This can happen when this changes from

  * /d to /u rules, or when the pattern needs to be upgraded to UTF-8.  The

  * latter occurs only when the fourth possibility would otherwise be in

  * effect, and is because one of those code points requires the pattern to be

  * recompiled as UTF-8.  The function returns FALSE, and sets the

  * RESTART_PASS1 and NEED_UTF8 flags in *flagp, as appropriate.  When this

  * happens, the caller needs to desist from continuing parsing, and return

  * this information to its caller.  This is not set for when there is only one

  * code point, as this can be called as part of an ANYOF node, and they can

  * store above-Latin1 code points without the pattern having to be in UTF-8.

  *

  * For non-single-quoted regexes, the tokenizer has resolved character and

  * sequence names inside \N{...} into their Unicode values, normalizing the

  * result into what we should see here: '\N{U+c1.c2...}', where c1... are the

  * hex-represented code points in the sequence.  This is done there because

  * the names can vary based on what charnames pragma is in scope at the time,

  * so we need a way to take a snapshot of what they resolve to at the time of

  * the original parse. [perl #56444].

  *

  * That parsing is skipped for single-quoted regexes, so we may here get

  * '\N{NAME}'.  This is a fatal error.  These names have to be resolved by the

  * parser.  But if the single-quoted regex is something like '\N{U+41}', that

  * is legal and handled here.  The code point is Unicode, and has to be

  * translated into the native character set for non-ASCII platforms.

  */



    char * endbrace;    /* points to '}",c,vulnerable,,,
"it could be separated by space (or a comment and

     * \n) and this is not allowed (for consistency with \x{...} and the

     * tokenizer handling of \N{NAME}). */

    if (*RExC_parse != '{') {

	vFAIL(""Missing braces on \\N{}"");

    }",c,vulnerable,,,
