code,language,safety,Unnamed: 3,Unnamed: 4,Unnamed: 5
"t receive shut down or sock_set_flag(sk, SOCK_DEAD).

 */



void tcp_shutdown(struct sock *sk, int how)

{

	/*	We need to grab some memory, and put together a FIN,

	 *	and then put it into the queue to be sent.

	 *		Tim MacKenzie(tym@dibbler.cs.monash.edu.au) 4 Dec '92.

	 */

	if (!(how & SEND_SHUTDOWN))

		return;



	/* If we've already sent a FIN, or it's a closed state, skip this. */

	if ((1 << sk->sk_state) &

	    (TCPF_ESTABLISHED | TCPF_SYN_SENT |

	     TCPF_SYN_RECV | TCPF_CLOSE_WAIT)) {

		/* Clear out any half completed packets.  FIN if needed. */

		if (tcp_close_state(sk))

			tcp_send_fin(sk);

	}

}",c,safe,,,
"bool tcp_check_oom(struct sock *sk, int shift)

{

	bool too_many_orphans, out_of_socket_memory;



	too_many_orphans = tcp_too_many_orphans(sk, shift);

	out_of_socket_memory = tcp_out_of_memory(sk);



	if (too_many_orphans)

		net_info_ratelimited(""too many orphaned sockets\n"");

	if (out_of_socket_memory)

		net_info_ratelimited(""out of memory -- consider tuning tcp_mem\n"");

	return too_many_orphans || out_of_socket_memory;

}",c,safe,,,
"void tcp_close(struct sock *sk, long timeout)

{

	struct sk_buff *skb;

	int data_was_unread = 0;

	int state;



	lock_sock(sk);

	sk->sk_shutdown = SHUTDOWN_MASK;



	if (sk->sk_state == TCP_LISTEN) {

		tcp_set_state(sk, TCP_CLOSE);



		/* Special case. */

		inet_csk_listen_stop(sk);



		goto adjudge_to_death;

	}",c,safe,,,
"If socket has been already reset (e.g. in tcp_reset()) - kill it. */

	if (sk->sk_state == TCP_CLOSE)

		goto adjudge_to_death;



	/* As outlined in RFC 2525, section 2.17, we send a RST here because

	 * data was lost. To witness the awful effects of the old behavior of

	 * always doing a FIN, run an older 2.1.x kernel or 2.0.x, start a bulk

	 * GET in an FTP client, suspend the process, wait for the client to

	 * advertise a zero window, then kill -9 the FTP client, wheee...

	 * Note: timeout is always zero in such a case.

	 */

	if (unlikely(tcp_sk(sk)->repair)) {

		sk->sk_prot->disconnect(sk, 0);

	}",c,safe,,,
"else if (data_was_unread) {

		/* Unread data was tossed, zap the connection. */

		NET_INC_STATS(sock_net(sk), LINUX_MIB_TCPABORTONCLOSE);

		tcp_set_state(sk, TCP_CLOSE);

		tcp_send_active_reset(sk, sk->sk_allocation);

	}",c,safe,,,
"else if (sock_flag(sk, SOCK_LINGER) && !sk->sk_lingertime) {

		/* Check zero linger _after_ checking for unread data. */

		sk->sk_prot->disconnect(sk, 0);

		NET_INC_STATS(sock_net(sk), LINUX_MIB_TCPABORTONDATA);

	}",c,safe,,,
"else if (tcp_close_state(sk)) {

		/* We FIN if the application ate all the data before

		 * zapping the connection.

		 */



		/* RED-PEN. Formally speaking, we have broken TCP state

		 * machine. State transitions:

		 *

		 * TCP_ESTABLISHED -> TCP_FIN_WAIT1

		 * TCP_SYN_RECV	-> TCP_FIN_WAIT1 (forget it, it's impossible)

		 * TCP_CLOSE_WAIT -> TCP_LAST_ACK

		 *

		 * are legal only when FIN has been sent (i.e. in window),

		 * rather than queued out of window. Purists blame.

		 *

		 * F.e. ""RFC state"" is ESTABLISHED,

		 * if Linux state is FIN-WAIT-1, but FIN is still not sent.

		 *

		 * The visible declinations are that sometimes

		 * we enter time-wait state, when it is not required really

		 * (harmless), do not send active resets, when they are

		 * required by specs (TCP_ESTABLISHED, TCP_CLOSE_WAIT, when

		 * they look as CLOSING or LAST_ACK for Linux)

		 * Probably, I missed some more holelets.

		 * 						--ANK

		 * XXX (TFO) - To start off we don't support SYN+ACK+FIN

		 * in a single packet! (May consider it later but will

		 * probably need API support or TCP_CORK SYN-ACK until

		 * data is written and socket is closed.)

		 */

		tcp_send_fin(sk);

	}",c,safe,,,
"This is a (useful) BSD violating of the RFC. There is a

	 *	problem with TCP as specified in that the other end could

	 *	keep a socket open forever with no application left this end.

	 *	We use a 1 minute timeout (about the same as BSD) then kill

	 *	our end. If they send after that then tough - BUT: long enough

	 *	that we won't make the old 4*rto = almost no time - whoops

	 *	reset mistake.

	 *

	 *	Nope, it was not mistake. It is really desired behaviour

	 *	f.e. on http servers, when such sockets are useless, but

	 *	consume significant resources. Let's do it with special

	 *	linger2	option.					--ANK

	 */



	if (sk->sk_state == TCP_FIN_WAIT2) {

		struct tcp_sock *tp = tcp_sk(sk);

		if (tp->linger2 < 0) {

			tcp_set_state(sk, TCP_CLOSE);

			tcp_send_active_reset(sk, GFP_ATOMIC);

			__NET_INC_STATS(sock_net(sk),

					LINUX_MIB_TCPABORTONLINGER);

		}",c,safe,,,
"NULL req if the socket is

		 * aborted (e.g., closed with unread data) before 3WHS

		 * finishes.

		 */

		if (req)

			reqsk_fastopen_remove(sk, req, false);

		inet_csk_destroy_sock(sk);

	}

	/* Otherwise, socket is reprieved until protocol close. */



out:

	bh_unlock_sock(sk);

	local_bh_enable();

	sock_put(sk);

}

EXPORT_SYMBOL(tcp_close);



/* These states need RST on ABORT according to RFC793 */



static inline bool tcp_need_reset(int state)

{

	return (1 << state) &

	       (TCPF_ESTABLISHED | TCPF_CLOSE_WAIT | TCPF_FIN_WAIT1 |

		TCPF_FIN_WAIT2 | TCPF_SYN_RECV);

}",c,safe,,,
"int tcp_disconnect(struct sock *sk, int flags)

{

	struct inet_sock *inet = inet_sk(sk);

	struct inet_connection_sock *icsk = inet_csk(sk);

	struct tcp_sock *tp = tcp_sk(sk);

	int err = 0;

	int old_state = sk->sk_state;



	if (old_state != TCP_CLOSE)

		tcp_set_state(sk, TCP_CLOSE);



	/* ABORT function of RFC793 */

	if (old_state == TCP_LISTEN) {

		inet_csk_listen_stop(sk);

	} else if (unlikely(tp->repair)) {

		sk->sk_err = ECONNABORTED;

	} else if (tcp_need_reset(old_state) ||

		   (tp->snd_nxt != tp->write_seq &&

		    (1 << old_state) & (TCPF_CLOSING | TCPF_LAST_ACK))) {

		/* The last check adjusts for discrepancy of Linux wrt. RFC

		 * states

		 */

		tcp_send_active_reset(sk, gfp_any());

		sk->sk_err = ECONNRESET;

	} else if (old_state == TCP_SYN_SENT)

		sk->sk_err = ECONNRESET;



	tcp_clear_xmit_timers(sk);

	__skb_queue_purge(&sk->sk_receive_queue);

	tcp_write_queue_purge(sk);

	tcp_fastopen_active_disable_ofo_check(sk);

	skb_rbtree_purge(&tp->out_of_order_queue);



	inet->inet_dport = 0;



	if (!(sk->sk_userlocks & SOCK_BINDADDR_LOCK))

		inet_reset_saddr(sk);



	sk->sk_shutdown = 0;

	sock_reset_flag(sk, SOCK_DONE);

	tp->srtt_us = 0;

	tp->write_seq += tp->max_window + 2;

	if (tp->write_seq == 0)

		tp->write_seq = 1;

	icsk->icsk_backoff = 0;

	tp->snd_cwnd = 2;

	icsk->icsk_probes_out = 0;

	tp->packets_out = 0;

	tp->snd_ssthresh = TCP_INFINITE_SSTHRESH;

	tp->snd_cwnd_cnt = 0;

	tp->window_clamp = 0;

	tcp_set_ca_state(sk, TCP_CA_Open);

	tcp_clear_retrans(tp);

	inet_csk_delack_init(sk);

	/* Initialize rcv_mss to TCP_MIN_MSS to avoid division by 0

	 * issue in __tcp_select_window()

	 */

	icsk->icsk_ack.rcv_mss = TCP_MIN_MSS;

	tcp_init_send_head(sk);

	memset(&tp->rx_opt, 0, sizeof(tp->rx_opt));

	__sk_dst_reset(sk);

	tcp_saved_syn_free(tp);



	/* Clean up fastopen related fields */

	tcp_free_fastopen_req(tp);

	inet->defer_connect = 0;



	WARN_ON(inet->inet_num && !icsk->icsk_bind_hash);



	sk->sk_error_report(sk);

	return err;

}",c,safe,,,
"static inline bool tcp_can_repair_sock(const struct sock *sk)

{

	return ns_capable(sock_net(sk)->user_ns, CAP_NET_ADMIN) &&

		(sk->sk_state != TCP_LISTEN);

}",c,safe,,,
"static int tcp_repair_set_window(struct tcp_sock *tp, char __user *optbuf, int len)

{

	struct tcp_repair_window opt;



	if (!tp->repair)

		return -EPERM;



	if (len != sizeof(opt))

		return -EINVAL;



	if (copy_from_user(&opt, optbuf, sizeof(opt)))

		return -EFAULT;



	if (opt.max_window < opt.snd_wnd)

		return -EINVAL;



	if (after(opt.snd_wl1, tp->rcv_nxt + opt.rcv_wnd))

		return -EINVAL;



	if (after(opt.rcv_wup, tp->rcv_nxt))

		return -EINVAL;



	tp->snd_wl1	= opt.snd_wl1;

	tp->snd_wnd	= opt.snd_wnd;

	tp->max_window	= opt.max_window;



	tp->rcv_wnd	= opt.rcv_wnd;

	tp->rcv_wup	= opt.rcv_wup;



	return 0;

}",c,safe,,,
"static int tcp_repair_options_est(struct tcp_sock *tp,

		struct tcp_repair_opt __user *optbuf, unsigned int len)

{

	struct tcp_repair_opt opt;



	while (len >= sizeof(opt)) {

		if (copy_from_user(&opt, optbuf, sizeof(opt)))

			return -EFAULT;



		optbuf++;

		len -= sizeof(opt);



		switch (opt.opt_code) {

		case TCPOPT_MSS:

			tp->rx_opt.mss_clamp = opt.opt_val;

			break;

		case TCPOPT_WINDOW:

			{

				u16 snd_wscale = opt.opt_val & 0xFFFF;

				u16 rcv_wscale = opt.opt_val >> 16;



				if (snd_wscale > TCP_MAX_WSCALE || rcv_wscale > TCP_MAX_WSCALE)

					return -EFBIG;



				tp->rx_opt.snd_wscale = snd_wscale;

				tp->rx_opt.rcv_wscale = rcv_wscale;

				tp->rx_opt.wscale_ok = 1;

			}

			break;

		case TCPOPT_SACK_PERM:

			if (opt.opt_val != 0)

				return -EINVAL;



			tp->rx_opt.sack_ok |= TCP_SACK_SEEN;

			if (sysctl_tcp_fack)

				tcp_enable_fack(tp);

			break;

		case TCPOPT_TIMESTAMP:

			if (opt.opt_val != 0)

				return -EINVAL;



			tp->rx_opt.tstamp_ok = 1;

			break;

		}",c,safe,,,
"static int do_tcp_setsockopt(struct sock *sk, int level,

		int optname, char __user *optval, unsigned int optlen)

{

	struct tcp_sock *tp = tcp_sk(sk);

	struct inet_connection_sock *icsk = inet_csk(sk);

	struct net *net = sock_net(sk);

	int val;

	int err = 0;



	/* These are data/string values, all the others are ints */

	switch (optname) {

	case TCP_CONGESTION: {

		char name[TCP_CA_NAME_MAX];



		if (optlen < 1)

			return -EINVAL;



		val = strncpy_from_user(name, optval,

					min_t(long, TCP_CA_NAME_MAX-1, optlen));

		if (val < 0)

			return -EFAULT;

		name[val] = 0;



		lock_sock(sk);

		err = tcp_set_congestion_control(sk, name);

		release_sock(sk);

		return err;

	}

	default:

		/* fallthru */

		break;

	}",c,safe,,,
"else if (val == 1) {

			tp->repair = 1;

			sk->sk_reuse = SK_FORCE_REUSE;

			tp->repair_queue = TCP_NO_QUEUE;

		}",c,safe,,,
"else if (val == 0) {

			tp->repair = 0;

			sk->sk_reuse = SK_NO_REUSE;

			tcp_send_window_probe(sk);

		}",c,safe,,,
"else if (val < TCP_QUEUES_NR)

			tp->repair_queue = val;

		else

			err = -EINVAL;

		break;



	case TCP_QUEUE_SEQ:

		if (sk->sk_state != TCP_CLOSE)

			err = -EPERM;

		else if (tp->repair_queue == TCP_SEND_QUEUE)

			tp->write_seq = val;

		else if (tp->repair_queue == TCP_RECV_QUEUE)

			tp->rcv_nxt = val;

		else

			err = -EINVAL;

		break;



	case TCP_REPAIR_OPTIONS:

		if (!tp->repair)

			err = -EINVAL;

		else if (sk->sk_state == TCP_ESTABLISHED)

			err = tcp_repair_options_est(tp,

					(struct tcp_repair_opt __user *)optval,

					optlen);

		else

			err = -EPERM;

		break;



	case TCP_CORK:

		/* When set indicates to always queue non-full frames.

		 * Later the user clears this option and we transmit

		 * any pending partial frames in the queue.  This is

		 * meant to be used alongside sendfile() to get properly

		 * filled frames when the user (for example) must write

		 * out headers with a write() call first and then use

		 * sendfile to send out the data parts.

		 *

		 * TCP_CORK can be set together with TCP_NODELAY and it is

		 * stronger than TCP_NODELAY.

		 */

		if (val) {

			tp->nonagle |= TCP_NAGLE_CORK;

		}",c,safe,,,
"else if (val > net->ipv4.sysctl_tcp_fin_timeout / HZ)

			tp->linger2 = 0;

		else

			tp->linger2 = val * HZ;

		break;



	case TCP_DEFER_ACCEPT:

		/* Translate value in seconds to number of retransmits */

		icsk->icsk_accept_queue.rskq_defer_accept =

			secs_to_retrans(val, TCP_TIMEOUT_INIT / HZ,

					TCP_RTO_MAX / HZ);

		break;



	case TCP_WINDOW_CLAMP:

		if (!val) {

			if (sk->sk_state != TCP_CLOSE) {

				err = -EINVAL;

				break;

			}

			tp->window_clamp = 0;

		}",c,safe,,,
"Cap the max time in ms TCP will retry or probe the window

		 * before giving up and aborting (ETIMEDOUT) a connection.

		 */

		if (val < 0)

			err = -EINVAL;

		else

			icsk->icsk_user_timeout = msecs_to_jiffies(val);

		break;



	case TCP_FASTOPEN:

		if (val >= 0 && ((1 << sk->sk_state) & (TCPF_CLOSE |

		    TCPF_LISTEN))) {

			tcp_fastopen_init_key_once(true);



			fastopen_queue_tune(sk, val);

		}",c,safe,,,
"else if (sysctl_tcp_fastopen & TFO_CLIENT_ENABLE) {

			if (sk->sk_state == TCP_CLOSE)

				tp->fastopen_connect = val;

			else

				err = -EINVAL;

		}",c,safe,,,
"int tcp_setsockopt(struct sock *sk, int level, int optname, char __user *optval,

		   unsigned int optlen)

{

	const struct inet_connection_sock *icsk = inet_csk(sk);



	if (level != SOL_TCP)

		return icsk->icsk_af_ops->setsockopt(sk, level, optname,

						     optval, optlen);

	return do_tcp_setsockopt(sk, level, optname, optval, optlen);

}",c,safe,,,
"ifdef CONFIG_COMPAT

int compat_tcp_setsockopt(struct sock *sk, int level, int optname,

			  char __user *optval, unsigned int optlen)

{

	if (level != SOL_TCP)

		return inet_csk_compat_setsockopt(sk, level, optname,

						  optval, optlen);

	return do_tcp_setsockopt(sk, level, optname, optval, optlen);

}",c,safe,,,
"endif



static void tcp_get_info_chrono_stats(const struct tcp_sock *tp,

				      struct tcp_info *info)

{

	u64 stats[__TCP_CHRONO_MAX], total = 0;

	enum tcp_chrono i;



	for (i = TCP_CHRONO_BUSY; i < __TCP_CHRONO_MAX; ++i) {

		stats[i] = tp->chrono_stat[i - 1];

		if (i == tp->chrono_type)

			stats[i] += tcp_time_stamp - tp->chrono_start;

		stats[i] *= USEC_PER_SEC / HZ;

		total += stats[i];

	}



	info->tcpi_busy_time = total;

	info->tcpi_rwnd_limited = stats[TCP_CHRONO_RWND_LIMITED];

	info->tcpi_sndbuf_limited = stats[TCP_CHRONO_SNDBUF_LIMITED];

}",c,safe,,,
"void tcp_get_info(struct sock *sk, struct tcp_info *info)

{

	const struct tcp_sock *tp = tcp_sk(sk); /* iff sk_type == SOCK_STREAM */

	const struct inet_connection_sock *icsk = inet_csk(sk);

	u32 now, intv;

	u64 rate64;

	bool slow;

	u32 rate;



	memset(info, 0, sizeof(*info));

	if (sk->sk_type != SOCK_STREAM)

		return;



	info->tcpi_state = sk_state_load(sk);



	/* Report meaningful fields for all TCP states, including listeners */

	rate = READ_ONCE(sk->sk_pacing_rate);

	rate64 = rate != ~0U ? rate : ~0ULL;

	info->tcpi_pacing_rate = rate64;



	rate = READ_ONCE(sk->sk_max_pacing_rate);

	rate64 = rate != ~0U ? rate : ~0ULL;

	info->tcpi_max_pacing_rate = rate64;



	info->tcpi_reordering = tp->reordering;

	info->tcpi_snd_cwnd = tp->snd_cwnd;



	if (info->tcpi_state == TCP_LISTEN) {

		/* listeners aliased fields :

		 * tcpi_unacked -> Number of children ready for accept()

		 * tcpi_sacked  -> max backlog

		 */

		info->tcpi_unacked = sk->sk_ack_backlog;

		info->tcpi_sacked = sk->sk_max_ack_backlog;

		return;

	}



	slow = lock_sock_fast(sk);



	info->tcpi_ca_state = icsk->icsk_ca_state;

	info->tcpi_retransmits = icsk->icsk_retransmits;

	info->tcpi_probes = icsk->icsk_probes_out;

	info->tcpi_backoff = icsk->icsk_backoff;



	if (tp->rx_opt.tstamp_ok)

		info->tcpi_options |= TCPI_OPT_TIMESTAMPS;

	if (tcp_is_sack(tp))

		info->tcpi_options |= TCPI_OPT_SACK;

	if (tp->rx_opt.wscale_ok) {

		info->tcpi_options |= TCPI_OPT_WSCALE;

		info->tcpi_snd_wscale = tp->rx_opt.snd_wscale;

		info->tcpi_rcv_wscale = tp->rx_opt.rcv_wscale;

	}



	if (tp->ecn_flags & TCP_ECN_OK)

		info->tcpi_options |= TCPI_OPT_ECN;

	if (tp->ecn_flags & TCP_ECN_SEEN)

		info->tcpi_options |= TCPI_OPT_ECN_SEEN;

	if (tp->syn_data_acked)

		info->tcpi_options |= TCPI_OPT_SYN_DATA;



	info->tcpi_rto = jiffies_to_usecs(icsk->icsk_rto);

	info->tcpi_ato = jiffies_to_usecs(icsk->icsk_ack.ato);

	info->tcpi_snd_mss = tp->mss_cache;

	info->tcpi_rcv_mss = icsk->icsk_ack.rcv_mss;



	info->tcpi_unacked = tp->packets_out;

	info->tcpi_sacked = tp->sacked_out;



	info->tcpi_lost = tp->lost_out;

	info->tcpi_retrans = tp->retrans_out;

	info->tcpi_fackets = tp->fackets_out;



	now = tcp_time_stamp;

	info->tcpi_last_data_sent = jiffies_to_msecs(now - tp->lsndtime);

	info->tcpi_last_data_recv = jiffies_to_msecs(now - icsk->icsk_ack.lrcvtime);

	info->tcpi_last_ack_recv = jiffies_to_msecs(now - tp->rcv_tstamp);



	info->tcpi_pmtu = icsk->icsk_pmtu_cookie;

	info->tcpi_rcv_ssthresh = tp->rcv_ssthresh;

	info->tcpi_rtt = tp->srtt_us >> 3;

	info->tcpi_rttvar = tp->mdev_us >> 2;

	info->tcpi_snd_ssthresh = tp->snd_ssthresh;

	info->tcpi_advmss = tp->advmss;



	info->tcpi_rcv_rtt = tp->rcv_rtt_est.rtt_us >> 3;

	info->tcpi_rcv_space = tp->rcvq_space.space;



	info->tcpi_total_retrans = tp->total_retrans;



	info->tcpi_bytes_acked = tp->bytes_acked;

	info->tcpi_bytes_received = tp->bytes_received;

	info->tcpi_notsent_bytes = max_t(int, 0, tp->write_seq - tp->snd_nxt);

	tcp_get_info_chrono_stats(tp, info);



	info->tcpi_segs_out = tp->segs_out;

	info->tcpi_segs_in = tp->segs_in;



	info->tcpi_min_rtt = tcp_min_rtt(tp);

	info->tcpi_data_segs_in = tp->data_segs_in;

	info->tcpi_data_segs_out = tp->data_segs_out;



	info->tcpi_delivery_rate_app_limited = tp->rate_app_limited ? 1 : 0;

	rate = READ_ONCE(tp->rate_delivered);

	intv = READ_ONCE(tp->rate_interval_us);

	if (rate && intv) {

		rate64 = (u64)rate * tp->mss_cache * USEC_PER_SEC;

		do_div(rate64, intv);

		info->tcpi_delivery_rate = rate64;

	}

	unlock_sock_fast(sk, slow);

}",c,safe,,,
"struct sk_buff *tcp_get_timestamping_opt_stats(const struct sock *sk)

{

	const struct tcp_sock *tp = tcp_sk(sk);

	struct sk_buff *stats;

	struct tcp_info info;



	stats = alloc_skb(5 * nla_total_size_64bit(sizeof(u64)), GFP_ATOMIC);

	if (!stats)

		return NULL;



	tcp_get_info_chrono_stats(tp, &info);

	nla_put_u64_64bit(stats, TCP_NLA_BUSY,

			  info.tcpi_busy_time, TCP_NLA_PAD);

	nla_put_u64_64bit(stats, TCP_NLA_RWND_LIMITED,

			  info.tcpi_rwnd_limited, TCP_NLA_PAD);

	nla_put_u64_64bit(stats, TCP_NLA_SNDBUF_LIMITED,

			  info.tcpi_sndbuf_limited, TCP_NLA_PAD);

	nla_put_u64_64bit(stats, TCP_NLA_DATA_SEGS_OUT,

			  tp->data_segs_out, TCP_NLA_PAD);

	nla_put_u64_64bit(stats, TCP_NLA_TOTAL_RETRANS,

			  tp->total_retrans, TCP_NLA_PAD);

	return stats;

}",c,safe,,,
"static int do_tcp_getsockopt(struct sock *sk, int level,

		int optname, char __user *optval, int __user *optlen)

{

	struct inet_connection_sock *icsk = inet_csk(sk);

	struct tcp_sock *tp = tcp_sk(sk);

	struct net *net = sock_net(sk);

	int val, len;



	if (get_user(len, optlen))

		return -EFAULT;



	len = min_t(unsigned int, len, sizeof(int));



	if (len < 0)

		return -EINVAL;



	switch (optname) {

	case TCP_MAXSEG:

		val = tp->mss_cache;

		if (!val && ((1 << sk->sk_state) & (TCPF_CLOSE | TCPF_LISTEN)))

			val = tp->rx_opt.user_mss;

		if (tp->repair)

			val = tp->rx_opt.mss_clamp;

		break;

	case TCP_NODELAY:

		val = !!(tp->nonagle&TCP_NAGLE_OFF);

		break;

	case TCP_CORK:

		val = !!(tp->nonagle&TCP_NAGLE_CORK);

		break;

	case TCP_KEEPIDLE:

		val = keepalive_time_when(tp) / HZ;

		break;

	case TCP_KEEPINTVL:

		val = keepalive_intvl_when(tp) / HZ;

		break;

	case TCP_KEEPCNT:

		val = keepalive_probes(tp);

		break;

	case TCP_SYNCNT:

		val = icsk->icsk_syn_retries ? : net->ipv4.sysctl_tcp_syn_retries;

		break;

	case TCP_LINGER2:

		val = tp->linger2;

		if (val >= 0)

			val = (val ? : net->ipv4.sysctl_tcp_fin_timeout) / HZ;

		break;

	case TCP_DEFER_ACCEPT:

		val = retrans_to_secs(icsk->icsk_accept_queue.rskq_defer_accept,

				      TCP_TIMEOUT_INIT / HZ, TCP_RTO_MAX / HZ);

		break;

	case TCP_WINDOW_CLAMP:

		val = tp->window_clamp;

		break;

	case TCP_INFO: {

		struct tcp_info info;



		if (get_user(len, optlen))

			return -EFAULT;



		tcp_get_info(sk, &info);



		len = min_t(unsigned int, len, sizeof(info));

		if (put_user(len, optlen))

			return -EFAULT;

		if (copy_to_user(optval, &info, len))

			return -EFAULT;

		return 0;

	}

	case TCP_CC_INFO: {

		const struct tcp_congestion_ops *ca_ops;

		union tcp_cc_info info;

		size_t sz = 0;

		int attr;



		if (get_user(len, optlen))

			return -EFAULT;



		ca_ops = icsk->icsk_ca_ops;

		if (ca_ops && ca_ops->get_info)

			sz = ca_ops->get_info(sk, ~0U, &attr, &info);



		len = min_t(unsigned int, len, sz);

		if (put_user(len, optlen))

			return -EFAULT;

		if (copy_to_user(optval, &info, len))

			return -EFAULT;

		return 0;

	}

	case TCP_QUICKACK:

		val = !icsk->icsk_ack.pingpong;

		break;



	case TCP_CONGESTION:

		if (get_user(len, optlen))

			return -EFAULT;

		len = min_t(unsigned int, len, TCP_CA_NAME_MAX);

		if (put_user(len, optlen))

			return -EFAULT;

		if (copy_to_user(optval, icsk->icsk_ca_ops->name, len))

			return -EFAULT;

		return 0;



	case TCP_THIN_LINEAR_TIMEOUTS:

		val = tp->thin_lto;

		break;



	case TCP_THIN_DUPACK:

		val = 0;

		break;



	case TCP_REPAIR:

		val = tp->repair;

		break;



	case TCP_REPAIR_QUEUE:

		if (tp->repair)

			val = tp->repair_queue;

		else

			return -EINVAL;

		break;



	case TCP_REPAIR_WINDOW: {

		struct tcp_repair_window opt;



		if (get_user(len, optlen))

			return -EFAULT;



		if (len != sizeof(opt))

			return -EINVAL;



		if (!tp->repair)

			return -EPERM;



		opt.snd_wl1	= tp->snd_wl1;

		opt.snd_wnd	= tp->snd_wnd;

		opt.max_window	= tp->max_window;

		opt.rcv_wnd	= tp->rcv_wnd;

		opt.rcv_wup	= tp->rcv_wup;



		if (copy_to_user(optval, &opt, len))

			return -EFAULT;

		return 0;

	}

	case TCP_QUEUE_SEQ:

		if (tp->repair_queue == TCP_SEND_QUEUE)

			val = tp->write_seq;

		else if (tp->repair_queue == TCP_RECV_QUEUE)

			val = tp->rcv_nxt;

		else

			return -EINVAL;

		break;



	case TCP_USER_TIMEOUT:

		val = jiffies_to_msecs(icsk->icsk_user_timeout);

		break;



	case TCP_FASTOPEN:

		val = icsk->icsk_accept_queue.fastopenq.max_qlen;

		break;



	case TCP_FASTOPEN_CONNECT:

		val = tp->fastopen_connect;

		break;



	case TCP_TIMESTAMP:

		val = tcp_time_stamp + tp->tsoffset;

		break;

	case TCP_NOTSENT_LOWAT:

		val = tp->notsent_lowat;

		break;

	case TCP_SAVE_SYN:

		val = tp->save_syn;

		break;

	case TCP_SAVED_SYN: {

		if (get_user(len, optlen))

			return -EFAULT;



		lock_sock(sk);

		if (tp->saved_syn) {

			if (len < tp->saved_syn[0]) {

				if (put_user(tp->saved_syn[0], optlen)) {

					release_sock(sk);

					return -EFAULT;

				}

				release_sock(sk);

				return -EINVAL;

			}",c,safe,,,
