code,validated_type,validated_label,validated_severity,needs_review
"define RETURN_RGB(r, g, b) {RGB->R = r; RGB->G = g; RGB->B = b; return RGB;}",None,Non-Vulnerable,None,False
"define SETUP_RGB(s, r, g, b) {s.R = r/255.0f; s.G = g/255.0f; s.B = b/255.0f;}",None,Non-Vulnerable,None,False
"int gdImageColorExact (gdImagePtr im, int r, int g, int b)

{

	return gdImageColorExactAlpha (im, r, g, b, gdAlphaOpaque);

}",None,Non-Vulnerable,None,False
"int gdImageColorAllocate (gdImagePtr im, int r, int g, int b)

{

	return gdImageColorAllocateAlpha (im, r, g, b, gdAlphaOpaque);

}",None,Non-Vulnerable,None,False
"int gdImageColorResolve (gdImagePtr im, int r, int g, int b)

{

	return gdImageColorResolveAlpha(im, r, g, b, gdAlphaOpaque);

}",None,Non-Vulnerable,None,False
"else if (dy == 0) {

		gdImageHLine(im, y1, x1, x2, color);

		return;

	}",None,Non-Vulnerable,None,False
"inline static void gdImageSetAAPixelColor(gdImagePtr im, int x, int y, int color, int t)

{

	int dr,dg,db,p,r,g,b;

	dr = gdTrueColorGetRed(color);

	dg = gdTrueColorGetGreen(color);

	db = gdTrueColorGetBlue(color);



	p = gdImageGetPixel(im,x,y);

	r = gdTrueColorGetRed(p);

	g = gdTrueColorGetGreen(p);

	b = gdTrueColorGetBlue(p);



	BLEND_COLOR(t, dr, r, dr);

	BLEND_COLOR(t, dg, g, dg);

	BLEND_COLOR(t, db, b, db);

	im->tpixels[y][x]=gdTrueColorAlpha(dr, dg, db,  gdAlphaOpaque);

}",None,Non-Vulnerable,None,False
"long lsqrt (long n)

{

 	long result = (long) sqrt ((double) n);

	return result;

}",None,Non-Vulnerable,None,False
"else if (x < 0) {

		x = 0;

	}",None,Non-Vulnerable,None,False
"else if (y < 0) {

		y = 0;

	}",None,Non-Vulnerable,None,False
"else if (y1 > y2) {

				y2 = p[ind1].y;

				y1 = p[ind2].y;

				x2 = p[ind1].x;

				x1 = p[ind2].x;

			}",None,Non-Vulnerable,None,False
"else if (y == pmaxy && y == y2) {

				im->polyInts[ints++] = x2;

			}",None,Non-Vulnerable,None,False
"int gdCompareInt (const void *a, const void *b)

{

	return (*(const int *) a) - (*(const int *) b);

}",None,Non-Vulnerable,None,False
"void gdImageSetThickness (gdImagePtr im, int thickness)

{

	im->thick = thickness;

}",None,Non-Vulnerable,None,False
"void gdImageSetAntiAliased (gdImagePtr im, int c)

{

	im->AA = 1;

	im->AA_color = c;

	im->AA_dont_blend = -1;

}",None,Non-Vulnerable,None,False
"void gdImageSetAntiAliasedDontBlend (gdImagePtr im, int c, int dont_blend)

{

	im->AA = 1;

	im->AA_color = c;

	im->AA_dont_blend = dont_blend;

}",None,Non-Vulnerable,None,False
"void gdImageInterlace (gdImagePtr im, int interlaceArg)

{

	im->interlace = interlaceArg;

}",None,Non-Vulnerable,None,False
"int

gdAlphaBlendOld (int dst, int src)

{

	/* 2.0.12: TBB: alpha in the destination should be a

	 * component of the result. Thanks to Frank Warmerdam for

	 * pointing out the issue.

	 */

	return ((((gdTrueColorGetAlpha (src) *

	     gdTrueColorGetAlpha (dst)) / gdAlphaMax) << 24) +

	  ((((gdAlphaTransparent - gdTrueColorGetAlpha (src)) *

	     gdTrueColorGetRed (src) / gdAlphaMax) +

	    (gdTrueColorGetAlpha (src) *

	     gdTrueColorGetRed (dst)) / gdAlphaMax) << 16) +

	  ((((gdAlphaTransparent - gdTrueColorGetAlpha (src)) *

	     gdTrueColorGetGreen (src) / gdAlphaMax) +

	    (gdTrueColorGetAlpha (src) *

	     gdTrueColorGetGreen (dst)) / gdAlphaMax) << 8) +

	  (((gdAlphaTransparent - gdTrueColorGetAlpha (src)) *

	    gdTrueColorGetBlue (src) / gdAlphaMax) +

	   (gdTrueColorGetAlpha (src) *

	    gdTrueColorGetBlue (dst)) / gdAlphaMax));

}",None,Non-Vulnerable,None,False
"int gdAlphaBlend (int dst, int src) {

    int src_alpha = gdTrueColorGetAlpha(src);

    int dst_alpha, alpha, red, green, blue;

    int src_weight, dst_weight, tot_weight;



/* -------------------------------------------------------------------- */

/*      Simple cases we want to handle fast.                            */

/* -------------------------------------------------------------------- */

    if( src_alpha == gdAlphaOpaque )

        return src;



    dst_alpha = gdTrueColorGetAlpha(dst);

    if( src_alpha == gdAlphaTransparent )

        return dst;

    if( dst_alpha == gdAlphaTransparent )

        return src;



/* -------------------------------------------------------------------- */

/*      What will the source and destination alphas be?  Note that      */

/*      the destination weighting is substantially reduced as the       */

/*      overlay becomes quite opaque.                                   */

/* -------------------------------------------------------------------- */

    src_weight = gdAlphaTransparent - src_alpha;

    dst_weight = (gdAlphaTransparent - dst_alpha) * src_alpha / gdAlphaMax;

    tot_weight = src_weight + dst_weight;

    

/* -------------------------------------------------------------------- */

/*      What red, green and blue result values will we use?             */

/* -------------------------------------------------------------------- */

    alpha = src_alpha * dst_alpha / gdAlphaMax;



    red = (gdTrueColorGetRed(src) * src_weight

           + gdTrueColorGetRed(dst) * dst_weight) / tot_weight;

    green = (gdTrueColorGetGreen(src) * src_weight

           + gdTrueColorGetGreen(dst) * dst_weight) / tot_weight;

    blue = (gdTrueColorGetBlue(src) * src_weight

           + gdTrueColorGetBlue(dst) * dst_weight) / tot_weight;



/* -------------------------------------------------------------------- */

/*      Return merged result.                                           */

/* -------------------------------------------------------------------- */

    return ((alpha << 24) + (red << 16) + (green << 8) + blue);



}",None,Non-Vulnerable,None,False
"void gdImageAlphaBlending (gdImagePtr im, int alphaBlendingArg)

{

	im->alphaBlendingFlag = alphaBlendingArg;

}",None,Non-Vulnerable,None,False
"void gdImageSaveAlpha (gdImagePtr im, int saveAlphaArg)

{

	im->saveAlphaFlag = saveAlphaArg;

}",None,Non-Vulnerable,None,False
"static int gdLayerOverlay (int dst, int src)

{

	int a1, a2;

	a1 = gdAlphaMax - gdTrueColorGetAlpha(dst);

	a2 = gdAlphaMax - gdTrueColorGetAlpha(src);

	return ( ((gdAlphaMax - a1*a2/gdAlphaMax) << 24) +

		(gdAlphaOverlayColor( gdTrueColorGetRed(src), gdTrueColorGetRed(dst), gdRedMax ) << 16) +

		(gdAlphaOverlayColor( gdTrueColorGetGreen(src), gdTrueColorGetGreen(dst), gdGreenMax ) << 8) +

		(gdAlphaOverlayColor( gdTrueColorGetBlue(src), gdTrueColorGetBlue(dst), gdBlueMax ))

		);

}",None,Non-Vulnerable,None,False
"void gdImageGetClip (gdImagePtr im, int *x1P, int *y1P, int *x2P, int *y2P)

{

	*x1P = im->cx1;

	*y1P = im->cy1;

	*x2P = im->cx2;

	*y2P = im->cy2;

}",None,Non-Vulnerable,None,False
"endif

	if (dev_match) {

		ret = FIB_RES_NH(res).nh_scope >= RT_SCOPE_HOST;

		return ret;

	}",None,Non-Vulnerable,None,False
"static inline __be32 sk_extract_addr(struct sockaddr *addr)

{

	return ((struct sockaddr_in *) addr)->sin_addr.s_addr;

}",None,Non-Vulnerable,None,False
"static int put_rtax(struct nlattr *mx, int len, int type, u32 value)

{

	struct nlattr *nla;



	nla = (struct nlattr *) ((char *) mx + len);

	nla->nla_type = type;

	nla->nla_len = nla_attr_size(4);

	*(u32 *) nla_data(nla) = value;



	return len + nla_total_size(4);

}",None,Non-Vulnerable,None,False
"static void nl_fib_input(struct sk_buff *skb)

{

	struct net *net;

	struct fib_result_nl *frn;

	struct nlmsghdr *nlh;

	u32 portid;



	net = sock_net(skb->sk);

	nlh = nlmsg_hdr(skb);

	if (skb->len < NLMSG_HDRLEN || skb->len < nlh->nlmsg_len ||

	    nlmsg_len(nlh) < sizeof(*frn))

		return;



	skb = netlink_skb_clone(skb, GFP_KERNEL);

	if (!skb)

		return;

	nlh = nlmsg_hdr(skb);



	frn = (struct fib_result_nl *) nlmsg_data(nlh);

	nl_fib_lookup(net, frn);



	portid = NETLINK_CB(skb).portid;      /* netlink portid */

	NETLINK_CB(skb).portid = 0;        /* from kernel */

	NETLINK_CB(skb).dst_group = 0;  /* unicast */

	netlink_unicast(net->ipv4.fibnl, skb, portid, MSG_DONTWAIT);

}",None,Non-Vulnerable,None,False
"static void nl_fib_lookup_exit(struct net *net)

{

	netlink_kernel_release(net->ipv4.fibnl);

	net->ipv4.fibnl = NULL;

}",None,Non-Vulnerable,None,False
"static void fib_disable_ip(struct net_device *dev, unsigned long event,

			   bool force)

{

	if (fib_sync_down_dev(dev, event, force))

		fib_flush(dev_net(dev));

	rt_cache_flush(dev_net(dev));

	arp_ifdown(dev);

}",None,Non-Vulnerable,None,False
"static int __net_init ip_fib_net_init(struct net *net)

{

	int err;

	size_t size = sizeof(struct hlist_head) * FIB_TABLE_HASHSZ;



	/* Avoid false sharing : Use at least a full cache line */

	size = max_t(size_t, size, L1_CACHE_BYTES);



	net->ipv4.fib_table_hash = kzalloc(size, GFP_KERNEL);

	if (!net->ipv4.fib_table_hash)

		return -ENOMEM;



	err = fib4_rules_init(net);

	if (err < 0)

		goto fail;

	return 0;



fail:

	kfree(net->ipv4.fib_table_hash);

	return err;

}",None,Non-Vulnerable,None,False
"static int __net_init fib_net_init(struct net *net)

{

	int error;



#ifdef CONFIG_IP_ROUTE_CLASSID

	net->ipv4.fib_num_tclassid_users = 0;

#endif

	error = ip_fib_net_init(net);

	if (error < 0)

		goto out;

	error = nl_fib_lookup_init(net);

	if (error < 0)

		goto out_nlfl;

	error = fib_proc_init(net);

	if (error < 0)

		goto out_proc;

out:

	return error;



out_proc:

	nl_fib_lookup_exit(net);

out_nlfl:

	ip_fib_net_exit(net);

	goto out;

}",None,Non-Vulnerable,None,False
"static void __net_exit fib_net_exit(struct net *net)

{

	fib_proc_exit(net);

	nl_fib_lookup_exit(net);

	ip_fib_net_exit(net);

}",None,Non-Vulnerable,None,False
"void __init ip_fib_init(void)

{

	rtnl_register(PF_INET, RTM_NEWROUTE, inet_rtm_newroute, NULL, NULL);

	rtnl_register(PF_INET, RTM_DELROUTE, inet_rtm_delroute, NULL, NULL);

	rtnl_register(PF_INET, RTM_GETROUTE, NULL, inet_dump_fib, NULL);



	register_pernet_subsys(&fib_net_ops);

	register_netdevice_notifier(&fib_netdev_notifier);

	register_inetaddr_notifier(&fib_inetaddr_notifier);



	fib_trie_init();

}",None,Non-Vulnerable,None,False
